index,TR23 0PR,\N,None,\N.1,\N.2,\N.3,87897,15021,49.953605,-6.352647
676091,S73 0UZ,\N,None,\N,\N,\N,439014,402354,53.516421,-1.413099
676092,S73 8PQ,\N,None,\N,\N,\N,439014,402699,53.519522,-1.413056
676093,SR7 0NQ,\N,None,\N,\N,\N,439014,548826,54.83276,-1.394184
676094,DE21 7LW,\N,None,\N,\N,\N,439015,335795,52.918164,-1.421201
676095,S72 8BD,\N,None,\N,\N,\N,439015,410114,53.586167,-1.412118
676096,WF4 1DT,\N,None,\N,\N,\N,439015,419347,53.669151,-1.410964
676097,SR3 1YR,\N,None,\N,\N,\N,439015,555353,54.891401,-1.393275
676098,SO52 9AH,\N,None,\N,\N,\N,439016,120316,50.980936,-1.445591
676099,OX12 9HH,\N,None,\N,\N,\N,439016,188512,51.594111,-1.438162
676100,LS26 9EE,\N,None,\N,\N,\N,439016,426659,53.734868,-1.410031
676101,DE55 6GN,\N,None,\N,\N,\N,439017,359769,53.133658,-1.41828
676102,S73 0WB,\N,None,\N,\N,\N,439017,402349,53.516376,-1.413054
676103,WF4 1ER,\N,None,\N,\N,\N,439017,419838,53.673564,-1.410872
676104,SO15 4JS,\N,None,\N,\N,\N,439018,113010,50.915241,-1.446344
676105,SO15 4AF,\N,None,\N,\N,\N,439018,113073,50.915808,-1.446337
676106,SO16 4XE,\N,None,\N,\N,\N,439018,114112,50.92515,-1.446226
676107,S42 6FF,\N,None,\N,\N,\N,439018,365205,53.18252,-1.417605
676108,SR6 8JN,\N,None,\N,\N,\N,439018,560504,54.937687,-1.392532
676109,NE34 7PU,\N,None,\N,\N,\N,439018,564383,54.972543,-1.392006
676110,SO40 4XB,\N,None,\N,\N,\N,439019,110633,50.893867,-1.446583
676111,SO16 8GT,\N,None,\N,\N,\N,439019,116444,50.946119,-1.445963
676112,DE21 2RA,\N,None,\N,\N,\N,439019,338745,52.944681,-1.420788
676113,S12 3FH,\N,None,\N,\N,\N,439019,383046,53.342898,-1.415407
676114,S72 8AP,\N,None,\N,\N,\N,439019,410027,53.585385,-1.412069
676115,LS22 6XQ,\N,None,\N,\N,\N,439019,448711,53.933059,-1.407195
676116,SR3 1YP,\N,None,\N,\N,\N,439019,555195,54.889981,-1.393234
676117,SO16 4BX,\N,None,\N,\N,\N,439020,114501,50.928648,-1.446156
676118,CV47 2RB,\N,None,\N,\N,\N,439020,257650,52.215689,-1.430298
676119,DE5 3ED,\N,None,\N,\N,\N,439020,350581,53.051071,-1.419348
676120,S9 2EG,\N,None,\N,\N,\N,439020,390147,53.406704,-1.414519
676121,CV47 2PX,\N,None,\N,\N,\N,439021,257936,52.21826,-1.430251
676122,CV11 6TD,\N,None,\N,\N,\N,439021,289918,52.505769,-1.426542
676123,DE21 2RE,\N,None,\N,\N,\N,439021,338986,52.946847,-1.420729
676124,DE21 2PD,\N,None,\N,\N,\N,439021,339283,52.949517,-1.420693
676125,S9 4HG,\N,None,\N,\N,\N,439021,387518,53.383075,-1.414828
676126,S72 8BA,\N,None,\N,\N,\N,439021,410208,53.587011,-1.412016
676127,WF6 2EH,\N,None,\N,\N,\N,439021,422868,53.700796,-1.410432
676128,SR5 1RX,\N,None,\N,\N,\N,439021,558656,54.921081,-1.392735
676129,SO40 4AQ,980833,Low,County to Town,22/12/2013,No,439022,111298,50.899847,-1.446469
676130,S9 5EZ,\N,None,\N,\N,\N,439022,388751,53.394157,-1.414661
676131,S9 1JZ,\N,None,\N,\N,\N,439022,391555,53.419378,-1.414315
676132,SR3 1XJ,\N,None,\N,\N,\N,439022,555548,54.893153,-1.393139
676133,SO16 5SB,\N,None,\N,\N,\N,439023,115817,50.940481,-1.445973
676134,SP11 7LG,\N,None,\N,\N,\N,439023,141026,51.167154,-1.443263
676135,DE21 6UE,\N,None,\N,\N,\N,439023,336992,52.928923,-1.420938
676136,DE55 6FT,\N,None,\N,\N,\N,439023,360163,53.137218,-1.418141
676137,S13 8DA,\N,None,\N,\N,\N,439023,385451,53.364496,-1.415052
676138,S72 8GB,\N,None,\N,\N,\N,439023,408461,53.571309,-1.412203
676139,WF4 2QF,\N,None,\N,\N,\N,439023,413891,53.620113,-1.411526
676140,WF4 1DW,\N,None,\N,\N,\N,439023,419503,53.670552,-1.410823
676141,SR6 8ND,\N,None,\N,\N,\N,439023,560300,54.935853,-1.392481
676142,SO15 4JH,\N,None,\N,\N,\N,439024,112965,50.914836,-1.446263
676143,SO52 9LP,\N,None,\N,\N,\N,439024,118424,50.963923,-1.44568
676144,SO52 9HU,\N,None,\N,\N,\N,439024,120135,50.979308,-1.445497
676145,S41 0FH,\N,None,\N,\N,\N,439024,371151,53.235964,-1.41679
676146,S41 9LP,\N,None,\N,\N,\N,439024,374909,53.269742,-1.416331
676147,SR2 7NA,\N,None,\N,\N,\N,439024,555972,54.896963,-1.393051
676148,NE34 7PX,\N,None,\N,\N,\N,439024,564484,54.97345,-1.391898
676149,SO16 5DZ,\N,None,\N,\N,\N,439025,115131,50.934313,-1.446018
676150,OX12 9EA,\N,None,\N,\N,\N,439025,188037,51.58984,-1.438085
676151,S9 4GA,\N,None,\N,\N,\N,439025,386915,53.377654,-1.414842
676152,LS22 6UD,\N,None,\N,\N,\N,439025,448205,53.928511,-1.407168
676153,YO51 9DW,\N,None,\N,\N,\N,439025,468336,54.109431,-1.404591
676154,TS21 1BT,\N,None,\N,\N,\N,439025,518108,54.556715,-1.398096
676155,SR2 9BQ,\N,None,\N,\N,\N,439025,554988,54.888121,-1.393168
676156,NE34 7ER,\N,None,\N,\N,\N,439025,564844,54.976684,-1.391834
676157,OX15 6JG,\N,None,\N,\N,\N,439026,241818,52.073359,-1.432023
676158,DE5 3TE,\N,None,\N,\N,\N,439026,350127,53.04699,-1.419313
676159,S41 0YB,\N,None,\N,\N,\N,439026,369212,53.218535,-1.416997
676160,S41 0QG,\N,None,\N,\N,\N,439026,369314,53.219452,-1.416984
676161,S2 1NF,\N,None,\N,\N,\N,439026,385871,53.368271,-1.414956
676162,S72 8BE,\N,None,\N,\N,\N,439026,409918,53.584405,-1.411976
676163,S72 8NR,\N,None,\N,\N,\N,439026,411265,53.596511,-1.411808
676164,SR3 1XN,\N,None,\N,\N,\N,439026,555433,54.892119,-1.393093
676165,SO16 5FJ,\N,None,\N,\N,\N,439027,114919,50.932406,-1.446012
676166,SO16 5SA,\N,None,\N,\N,\N,439027,115695,50.939384,-1.445929
676167,SP11 7JG,\N,None,\N,\N,\N,439027,141040,51.167279,-1.443204
676168,CV12 9NA,\N,None,\N,\N,\N,439027,286640,52.476301,-1.426837
676169,OX12 9NL,\N,None,\N,\N,\N,439028,180103,51.518506,-1.438919
676170,CV33 9PP,\N,None,\N,\N,\N,439028,261437,52.249734,-1.429745
676171,S41 0TR,\N,None,\N,\N,\N,439028,370022,53.225816,-1.416868
676172,S12 2DS,\N,None,\N,\N,\N,439028,384913,53.35966,-1.415043
676173,DL6 2AD,\N,None,\N,\N,\N,439028,504765,54.436809,-1.399809
676174,SO16 8GE,\N,None,\N,\N,\N,439029,116302,50.944842,-1.445836
676175,OX7 4ER,\N,None,\N,\N,\N,439029,221194,51.887943,-1.434319
676176,DE73 8JQ,\N,None,\N,\N,\N,439029,325637,52.826854,-1.422207
676177,S9 4GN,\N,None,\N,\N,\N,439029,387037,53.378751,-1.414767
676178,S73 8PH,\N,None,\N,\N,\N,439029,402629,53.518892,-1.412838
676179,LS22 4JB,\N,None,\N,\N,\N,439029,446563,53.913753,-1.407316
676180,DH6 2SY,\N,None,\N,\N,\N,439029,544596,54.794739,-1.394505
676181,SR3 2AB,\N,None,\N,\N,\N,439029,553203,54.872081,-1.393347
676182,PO30 4LD,2125376,Very Low,National to County,22/12/2013,No,439030,83774,50.652346,-1.449268
676183,SO52 9JG,\N,None,\N,\N,\N,439030,120071,50.978725,-1.445409
676184,CV47 2SR,\N,None,\N,\N,\N,439030,259125,52.228949,-1.429982
676185,S12 3DG,\N,None,\N,\N,\N,439030,383663,53.348425,-1.415167
676186,S61 2HD,\N,None,\N,\N,\N,439030,392761,53.430198,-1.414046
676187,SR5 1RY,\N,None,\N,\N,\N,439030,558689,54.921377,-1.39259
676188,SO52 9LQ,\N,None,\N,\N,\N,439031,119330,50.972069,-1.445483
676189,SO20 6BD,\N,None,\N,\N,\N,439031,140143,51.159214,-1.443244
676190,S9 4EN,\N,None,\N,\N,\N,439031,386748,53.376171,-1.414772
676191,S9 5GN,\N,None,\N,\N,\N,439031,388958,53.396017,-1.4145
676192,LS22 4HJ,\N,None,\N,\N,\N,439031,447331,53.920655,-1.407188
676193,DH6 2RH,\N,None,\N,\N,\N,439031,545103,54.799295,-1.394406
676194,SR2 7JU,\N,None,\N,\N,\N,439031,556216,54.899155,-1.392909
676195,CV11 6PB,\N,None,\N,\N,\N,439032,290147,52.507826,-1.426353
676196,LE67 2RB,\N,None,\N,\N,\N,439032,310764,52.693159,-1.423928
676197,DE73 8LA,\N,None,\N,\N,\N,439032,325594,52.826485,-1.422161
676198,DE73 8LB,\N,None,\N,\N,\N,439032,325594,52.826485,-1.422161
676199,DE73 8LE,\N,None,\N,\N,\N,439032,325594,52.826467,-1.422167
676200,DE55 6FD,\N,None,\N,\N,\N,439032,361693,53.15097,-1.417821
676201,S12 2BJ,\N,None,\N,\N,\N,439032,384780,53.358464,-1.415
676202,NE34 7HS,\N,None,\N,\N,\N,439032,565193,54.97982,-1.391677
676203,RG17 9SB,\N,None,\N,\N,\N,439033,167857,51.4084,-1.440196
676204,DE24 0JR,\N,None,\N,\N,\N,439033,332817,52.891394,-1.42129
676205,DE21 2LF,\N,None,\N,\N,\N,439033,338470,52.942208,-1.420612
676206,SR3 2QA,\N,None,\N,\N,\N,439033,551744,54.85897,-1.393481
676207,NE34 7DL,\N,None,\N,\N,\N,439033,564772,54.976037,-1.391719
676208,SO16 4DZ,\N,None,\N,\N,\N,439034,114392,50.927667,-1.445968
676209,RG17 7EF,\N,None,\N,\N,\N,439034,174647,51.46945,-1.439435
676210,DE21 6WF,\N,None,\N,\N,\N,439034,336304,52.922738,-1.420857
676211,S42 6LF,\N,None,\N,\N,\N,439034,365329,53.183633,-1.41735
676212,S9 4RL,\N,None,\N,\N,\N,439034,387956,53.38701,-1.414578
676213,S9 4RP,\N,None,\N,\N,\N,439034,388041,53.387792,-1.414567
676214,PO41 0XS,\N,None,\N,\N,\N,439035,90467,50.712531,-1.448493
676215,SO40 4SE,\N,None,\N,\N,\N,439035,110577,50.893363,-1.446361
676216,DE55 6GD,\N,None,\N,\N,\N,439035,359904,53.134889,-1.417993
676217,S72 8GZ,\N,None,\N,\N,\N,439035,409330,53.579119,-1.411914
676218,DL6 2AB,\N,None,\N,\N,\N,439035,504606,54.435379,-1.399722
676219,SO16 4DU,\N,None,\N,\N,\N,439036,114321,50.927028,-1.445948
676220,SO16 4DW,\N,None,\N,\N,\N,439036,114321,50.927028,-1.445948
676221,SO16 4DX,\N,None,\N,\N,\N,439036,114321,50.927028,-1.445948
676222,SO16 5EF,\N,None,\N,\N,\N,439036,115410,50.936821,-1.445831
676223,S9 5EH,\N,None,\N,\N,\N,439036,388635,53.393113,-1.414465
676224,S72 8SR,\N,None,\N,\N,\N,439036,408282,53.569716,-1.412034
676225,S72 8PP,\N,None,\N,\N,\N,439036,411477,53.598416,-1.411631
676226,S72 8PW,\N,None,\N,\N,\N,439036,411508,53.598694,-1.411627
676227,NE34 7EN,\N,None,\N,\N,\N,439036,565002,54.978103,-1.391641
676228,DE73 8BT,\N,None,\N,\N,\N,439037,326401,52.833721,-1.421997
676229,S72 8WH,\N,None,\N,\N,\N,439037,410662,53.591091,-1.411717
676230,WF6 1LL,\N,None,\N,\N,\N,439037,421764,53.690872,-1.410328
676231,LS22 4HG,\N,None,\N,\N,\N,439037,447128,53.91883,-1.407122
676232,DE55 6GE,\N,None,\N,\N,\N,439038,359817,53.134107,-1.417959
676233,S41 0XY,\N,None,\N,\N,\N,439038,369186,53.218301,-1.41682
676234,S2 1DR,\N,None,\N,\N,\N,439038,386192,53.371155,-1.414736
676235,WF6 2HF,\N,None,\N,\N,\N,439038,423213,53.703895,-1.410131
676236,SO52 9NZ,\N,None,\N,\N,\N,439039,119649,50.974937,-1.445335
676237,OX15 5TH,\N,None,\N,\N,\N,439039,237852,52.037703,-1.432285
676238,DE21 2PE,\N,None,\N,\N,\N,439039,339351,52.950127,-1.420417
676239,S73 8LT,\N,None,\N,\N,\N,439039,403620,53.527798,-1.412564
676240,YO7 3EW,\N,None,\N,\N,\N,439039,478823,54.203675,-1.403022
676241,SO52 9AD,\N,None,\N,\N,\N,439040,119793,50.976232,-1.445306
676242,CV12 9QJ,\N,None,\N,\N,\N,439040,287307,52.482296,-1.426567
676243,DE21 2RW,\N,None,\N,\N,\N,439040,338929,52.946333,-1.420453
676244,DE21 2QY,\N,None,\N,\N,\N,439040,339209,52.94885,-1.420419
676245,S13 8DD,\N,None,\N,\N,\N,439040,385523,53.365142,-1.414788
676246,SR7 9EL,\N,None,\N,\N,\N,439040,547481,54.820663,-1.393946
676247,SR5 1HJ,\N,None,\N,\N,\N,439040,558374,54.918546,-1.392477
676248,S42 6LE,\N,None,\N,\N,\N,439041,365302,53.183409,-1.417247
676249,S72 8RH,\N,None,\N,\N,\N,439041,408248,53.569394,-1.411958
676250,S72 8BB,\N,None,\N,\N,\N,439041,410133,53.586336,-1.411723
676251,SO52 9PQ,\N,None,\N,\N,\N,439042,119755,50.97589,-1.445281
676252,CV3 2BN,\N,None,\N,\N,\N,439042,277449,52.393676,-1.427687
676253,S13 8BE,\N,None,\N,\N,\N,439042,385267,53.362841,-1.414789
676254,S9 2EP,\N,None,\N,\N,\N,439042,389523,53.401094,-1.414265
676255,S72 8FL,\N,None,\N,\N,\N,439042,409841,53.583711,-1.411744
676256,WF4 1TJ,\N,None,\N,\N,\N,439042,419062,53.666587,-1.410591
676257,WF4 1DG,\N,None,\N,\N,\N,439042,419460,53.670164,-1.410541
676258,WF6 2EF,\N,None,\N,\N,\N,439042,422782,53.700021,-1.410124
676259,LS22 6YZ,\N,None,\N,\N,\N,439042,448566,53.931754,-1.406863
676260,CV3 2BP,\N,None,\N,\N,\N,439043,277339,52.392688,-1.427685
676261,DE24 0PB,1261557,Low,County to Town,22/12/2013,No,439043,333496,52.897497,-1.42106
676262,SR7 9PU,\N,None,\N,\N,\N,439043,547131,54.817517,-1.393947
676263,SO20 6AQ,\N,None,\N,\N,\N,439044,139430,51.152802,-1.443135
676264,RG17 9XA,\N,None,\N,\N,\N,439044,166741,51.398365,-1.44016
676265,S73 8LS,\N,None,\N,\N,\N,439044,403463,53.526387,-1.412508
676266,WF4 2FB,\N,None,\N,\N,\N,439044,414290,53.623698,-1.411158
676267,DH6 2RX,\N,None,\N,\N,\N,439044,545337,54.801397,-1.394172
676268,SR7 9QQ,\N,None,\N,\N,\N,439044,547203,54.818164,-1.393921
676269,SR5 1HN,\N,None,\N,\N,\N,439044,558452,54.919246,-1.392404
676270,SO16 4NZ,\N,None,\N,\N,\N,439045,113739,50.921794,-1.445882
676271,CV12 9NF,\N,None,\N,\N,\N,439045,286460,52.474681,-1.426593
676272,S41 0FR,\N,None,\N,\N,\N,439045,371382,53.238039,-1.416447
676273,SR3 2DE,\N,None,\N,\N,\N,439045,553566,54.875341,-1.393048
676274,NE34 7TX,\N,None,\N,\N,\N,439045,565473,54.982335,-1.391436
676275,CV12 9PL,\N,None,\N,\N,\N,439046,287200,52.481333,-1.426492
676276,S41 0SA,\N,None,\N,\N,\N,439046,370221,53.227603,-1.416574
676277,SR2 7JX,\N,None,\N,\N,\N,439046,556120,54.898291,-1.392688
676278,OX29 7RN,\N,None,\N,\N,\N,439047,202987,51.724251,-1.436102
676279,DE21 6UY,\N,None,\N,\N,\N,439047,336494,52.924445,-1.420641
676280,S9 5FP,\N,None,\N,\N,\N,439047,388337,53.390434,-1.414336
676281,S73 8QH,\N,None,\N,\N,\N,439047,403110,53.523214,-1.412507
676282,DL6 2AS,\N,None,\N,\N,\N,439047,505557,54.443925,-1.399412
676283,DH6 2YL,\N,None,\N,\N,\N,439047,541300,54.76512,-1.394667
676284,SO20 6DA,\N,None,\N,\N,\N,439048,136546,51.12687,-1.44339
676285,S45 9AG,\N,None,\N,\N,\N,439048,364031,53.171965,-1.417299
676286,SR5 1HL,\N,None,\N,\N,\N,439048,558419,54.918949,-1.392346
676287,SR5 1PU,\N,None,\N,\N,\N,439048,559139,54.925419,-1.392248
676288,SR6 8JW,\N,None,\N,\N,\N,439048,560369,54.936472,-1.392082
676289,S12 2BH,\N,None,\N,\N,\N,439049,384832,53.35893,-1.414738
676290,S72 8HB,\N,None,\N,\N,\N,439049,408560,53.572197,-1.411798
676291,SR3 2BZ,\N,None,\N,\N,\N,439049,553022,54.870453,-1.39306
676292,SO16 6SR,\N,None,\N,\N,\N,439050,114587,50.929419,-1.44572
676293,SO52 9JL,\N,None,\N,\N,\N,439050,119891,50.977112,-1.445153
676294,OX29 6RJ,\N,None,\N,\N,\N,439050,212816,51.812619,-1.434957
676295,DE21 7LU,\N,None,\N,\N,\N,439050,335837,52.918539,-1.420675
676296,S9 5BJ,\N,None,\N,\N,\N,439050,388440,53.391377,-1.414278
676297,S61 2RD,\N,None,\N,\N,\N,439050,395456,53.45442,-1.413411
676298,WF4 2FD,\N,None,\N,\N,\N,439050,414364,53.624362,-1.411058
676299,SR7 9EW,\N,None,\N,\N,\N,439050,547446,54.820347,-1.393795
676300,SR2 9DN,\N,None,\N,\N,\N,439050,554802,54.886448,-1.392804
676301,SO16 8HE,\N,None,\N,\N,\N,439051,116089,50.942925,-1.445545
676302,CV3 2BF,\N,None,\N,\N,\N,439051,277542,52.394512,-1.427544
676303,S9 4GB,\N,None,\N,\N,\N,439051,386901,53.377527,-1.414453
676304,S72 8NQ,\N,None,\N,\N,\N,439051,410904,53.593265,-1.411476
676305,SR2 7LH,\N,None,\N,\N,\N,439051,556470,54.901436,-1.392563
676306,RG17 9XB,\N,None,\N,\N,\N,439052,166650,51.397547,-1.440055
676307,CV12 9PP,\N,None,\N,\N,\N,439052,287277,52.482025,-1.426394
676308,DE55 6GB,\N,None,\N,\N,\N,439052,360045,53.136156,-1.417722
676309,S73 0NL,\N,None,\N,\N,\N,439052,402238,53.515376,-1.41254
676310,S73 8PE,\N,None,\N,\N,\N,439052,402867,53.521029,-1.412462
676311,WF6 2HB,\N,None,\N,\N,\N,439052,423150,53.703328,-1.409927
676312,SR6 8JP,\N,None,\N,\N,\N,439052,560492,54.937576,-1.392003
676313,LE67 2RW,\N,None,\N,\N,\N,439053,310640,52.692043,-1.423632
676314,DE21 2RN,\N,None,\N,\N,\N,439053,338982,52.946809,-1.420253
676315,S72 8GE,\N,None,\N,\N,\N,439053,408355,53.570355,-1.411763
676316,YO51 9DG,\N,None,\N,\N,\N,439053,467780,54.104432,-1.404234
676317,OX12 9WL,\N,None,\N,\N,\N,439054,189021,51.598686,-1.437541
676318,OX29 7QN,\N,None,\N,\N,\N,439054,203055,51.724862,-1.435993
676319,LE67 2RD,\N,None,\N,\N,\N,439054,310600,52.691684,-1.423622
676320,S72 8TX,\N,None,\N,\N,\N,439054,409786,53.583216,-1.41157
676321,LS26 9EF,\N,None,\N,\N,\N,439054,426841,53.736501,-1.409432
676322,PO41 0TB,\N,None,\N,\N,\N,439055,87959,50.689977,-1.448474
676323,CV23 9QD,\N,None,\N,\N,\N,439055,272177,52.346282,-1.428108
676324,S61 2HH,\N,None,\N,\N,\N,439055,392562,53.428408,-1.413694
676325,S72 8GD,\N,None,\N,\N,\N,439055,408395,53.570714,-1.411728
676326,LS15 4LX,\N,None,\N,\N,\N,439055,436287,53.821414,-1.408229
676327,YO7 3YE,\N,None,\N,\N,\N,439055,470879,54.132282,-1.403804
676328,DH6 2AU,\N,None,\N,\N,\N,439055,542183,54.773064,-1.394438
676329,OX12 9RD,\N,None,\N,\N,\N,439056,187771,51.587446,-1.437667
676330,DE24 0LH,\N,None,\N,\N,\N,439056,332658,52.889963,-1.420967
676331,S73 0LG,\N,None,\N,\N,\N,439056,402375,53.516607,-1.412463
676332,DL6 2AE,\N,None,\N,\N,\N,439056,504842,54.437499,-1.399367
676333,DE5 3TB,\N,None,\N,\N,\N,439057,350182,53.047482,-1.418844
676334,S9 5ES,\N,None,\N,\N,\N,439057,388911,53.395592,-1.414115
676335,S41 0XZ,\N,None,\N,\N,\N,439058,369040,53.216987,-1.416539
676336,S61 2XS,\N,None,\N,\N,\N,439058,394553,53.446303,-1.413403
676337,YO7 3ER,\N,None,\N,\N,\N,439058,478747,54.202991,-1.402741
676338,DH6 2HZ,\N,None,\N,\N,\N,439058,540834,54.760932,-1.394559
676339,NE34 7JE,\N,None,\N,\N,\N,439058,565251,54.980339,-1.391263
676340,SO52 9DR,\N,None,\N,\N,\N,439059,120477,50.982373,-1.444952
676341,LE67 2QP,\N,None,\N,\N,\N,439059,310886,52.694254,-1.423514
676342,LS15 4LY,\N,None,\N,\N,\N,439059,436101,53.819725,-1.408187
676343,SR5 1HB,\N,None,\N,\N,\N,439059,558495,54.919631,-1.392164
676344,SO16 5EQ,\N,None,\N,\N,\N,439060,115146,50.934445,-1.445518
676345,SO52 9JF,\N,None,\N,\N,\N,439060,120035,50.978406,-1.444995
676346,SP11 6GY,\N,None,\N,\N,\N,439060,147038,51.221208,-1.442081
676347,OX15 4JS,\N,None,\N,\N,\N,439060,232649,51.990935,-1.432556
676348,CV47 2RN,\N,None,\N,\N,\N,439060,257817,52.217188,-1.429694
676349,DE55 6HG,\N,None,\N,\N,\N,439060,360170,53.13726,-1.417589
676350,S12 3FL,\N,None,\N,\N,\N,439060,383091,53.3433,-1.414786
676351,S9 4RD,\N,None,\N,\N,\N,439060,387925,53.38673,-1.414191
676352,S73 8PX,\N,None,\N,\N,\N,439060,402955,53.52182,-1.41233
676353,YO51 9DL,\N,None,\N,\N,\N,439060,468246,54.108619,-1.404067
676354,DH6 2YB,\N,None,\N,\N,\N,439060,541084,54.763178,-1.394494
676355,SR2 9BH,\N,None,\N,\N,\N,439060,554958,54.887849,-1.392627
676356,NE34 7RW,\N,None,\N,\N,\N,439060,564754,54.975873,-1.391299
676357,S2 1DS,\N,None,\N,\N,\N,439061,386270,53.371854,-1.41438
676358,S72 8NN,\N,None,\N,\N,\N,439061,411279,53.596634,-1.411278
676359,SO40 4UU,\N,None,\N,\N,\N,439062,110801,50.895375,-1.445953
676360,CV47 2TG,\N,None,\N,\N,\N,439062,257459,52.213969,-1.429705
676361,DE21 6UX,\N,None,\N,\N,\N,439062,336613,52.925514,-1.420404
676362,S9 4JL,\N,None,\N,\N,\N,439062,387439,53.382362,-1.414221
676363,S9 5BL,\N,None,\N,\N,\N,439062,388422,53.391197,-1.4141
676364,S72 8WJ,\N,None,\N,\N,\N,439062,410575,53.590307,-1.411351
676365,WF6 2HE,\N,None,\N,\N,\N,439062,423314,53.704801,-1.409755
676366,DL6 2UQ,\N,None,\N,\N,\N,439062,495487,54.353441,-1.400511
676367,SR3 1XL,\N,None,\N,\N,\N,439062,555482,54.892557,-1.392525
676368,SR2 7LG,\N,None,\N,\N,\N,439062,556544,54.9021,-1.392381
676369,PO30 4ES,\N,None,\N,\N,\N,439063,83695,50.651633,-1.44881
676370,SO40 4AX,1478128,Medium,County to Town,01/08/2009,Yes,439063,111474,50.901426,-1.445867
676371,SP11 0DT,\N,None,\N,\N,\N,439063,158184,51.321423,-1.440808
676372,S72 8NA,\N,None,\N,\N,\N,439063,409422,53.579944,-1.411479
676373,SR2 7JS,\N,None,\N,\N,\N,439063,556211,54.899108,-1.392411
676374,SO15 4LT,\N,None,\N,\N,\N,439064,113420,50.918925,-1.445645
676375,SO15 4LD,\N,None,\N,\N,\N,439064,113621,50.920732,-1.445624
676376,S45 9EN,\N,None,\N,\N,\N,439064,363017,53.16285,-1.417183
676377,YO51 9DS,\N,None,\N,\N,\N,439064,468435,54.110317,-1.403982
676378,DE21 6UW,\N,None,\N,\N,\N,439065,336776,52.926979,-1.42034
676379,SO40 4DA,\N,None,\N,\N,\N,439066,109427,50.88302,-1.446043
676380,OX12 9EJ,\N,None,\N,\N,\N,439066,188209,51.591384,-1.437474
676381,OX12 0EG,1029949,Low,County to Town,22/12/2013,No,439066,194286,51.646021,-1.436798
676382,CV12 9PZ,\N,None,\N,\N,\N,439066,286849,52.478177,-1.426238
676383,DE21 6TS,\N,None,\N,\N,\N,439066,336907,52.928156,-1.420309
676384,DE21 6UF,\N,None,\N,\N,\N,439066,337036,52.929316,-1.420294
676385,S72 8HD,\N,None,\N,\N,\N,439066,408577,53.572349,-1.41154
676386,LS15 4LZ,\N,None,\N,\N,\N,439066,436078,53.819518,-1.408084
676387,SR7 9QN,\N,None,\N,\N,\N,439066,547391,54.819852,-1.393554
676388,SO40 4PB,\N,None,\N,\N,\N,439067,110615,50.893702,-1.445902
676389,DE21 6UR,\N,None,\N,\N,\N,439067,336196,52.921765,-1.420379
676390,DE55 6EF,\N,None,\N,\N,\N,439067,359347,53.129862,-1.417584
676391,S73 8NF,\N,None,\N,\N,\N,439067,403669,53.528236,-1.412136
676392,S72 8PN,\N,None,\N,\N,\N,439067,411431,53.598,-1.411168
676393,S72 9DQ,\N,None,\N,\N,\N,439067,412753,53.609882,-1.411003
676394,WF4 1DD,\N,None,\N,\N,\N,439067,419263,53.668392,-1.410188
676395,SO16 6FL,\N,None,\N,\N,\N,439068,114917,50.932385,-1.445429
676396,SO52 9FZ,\N,None,\N,\N,\N,439068,120193,50.979827,-1.444864
676397,SO52 9DQ,\N,None,\N,\N,\N,439068,120322,50.980987,-1.44485
676398,DE21 2SF,\N,None,\N,\N,\N,439068,339091,52.947788,-1.420017
676399,CV13 6DP,\N,None,\N,\N,\N,439069,300568,52.601502,-1.424585
676400,DL6 2AA,\N,None,\N,\N,\N,439069,504641,54.435691,-1.399193
676401,SR5 1PY,\N,None,\N,\N,\N,439069,559355,54.927366,-1.391905
676402,OX12 9EW,\N,None,\N,\N,\N,439070,188255,51.591797,-1.437411
676403,DE24 0NB,1107386,Low,County to Town,22/12/2013,No,439070,332167,52.885549,-1.420818
676404,DE24 0JU,\N,None,\N,\N,\N,439070,332894,52.892084,-1.420731
676405,DE55 6GP,\N,None,\N,\N,\N,439070,359705,53.133098,-1.417494
676406,S41 0EZ,\N,None,\N,\N,\N,439070,370613,53.231125,-1.416167
676407,S9 5FQ,\N,None,\N,\N,\N,439070,388317,53.390252,-1.413993
676408,S9 1BT,1843218,Medium,County to Town,22/12/2013,No,439070,391725,53.420884,-1.413572
676409,S72 8JG,\N,None,\N,\N,\N,439070,408111,53.56816,-1.411537
676410,S72 8NB,\N,None,\N,\N,\N,439070,409523,53.580851,-1.411361
676411,WF4 1DR,\N,None,\N,\N,\N,439070,419633,53.671717,-1.410096
676412,YO51 9GD,\N,None,\N,\N,\N,439070,467240,54.099577,-1.404044
676413,YO7 3DH,\N,None,\N,\N,\N,439070,471151,54.13474,-1.403546
676414,OX12 9DL,\N,None,\N,\N,\N,439071,188117,51.590556,-1.437412
676415,OX13 5EU,\N,None,\N,\N,\N,439071,199418,51.692161,-1.436154
676416,CV12 9PQ,\N,None,\N,\N,\N,439071,287047,52.479956,-1.426141
676417,S41 0EY,\N,None,\N,\N,\N,439071,370561,53.230657,-1.416158
676418,S41 0FG,\N,None,\N,\N,\N,439071,371145,53.235907,-1.416087
676419,S73 8PD,\N,None,\N,\N,\N,439071,402774,53.520192,-1.412187
676420,S72 8AF,\N,None,\N,\N,\N,439071,409994,53.585084,-1.411287
676421,YO51 9DX,\N,None,\N,\N,\N,439071,468534,54.111207,-1.403862
